comum_id;par_impar_id;par_impar_comum_id
180;1852990836;1852990836
181;1852990836;1852990836
182;1852990836;1852990836
183;1852990836;1852990836
184;1852990836;1852990836
185;1852990836;1852990836
186;1852990836;1852990836
187;1852990836;1852990836
188;1852990836;1852990836
189;1852990836;1852990836
190;1852990836;1852990836
191;1852990836;1852990836
192;1852990836;1852990836
193;1852990836;1852990836
194;1852990836;1852990836
195;1852990836;1852990836
196;1852990836;1852990836
197;1852990836;1852990836
198;1852990836;1852990836
199;1852990836;1852990836
200;1852990836;1852990836
201;1852990836;1852990836
202;1852990836;1852990836
203;1852990836;1852990836
204;1852990836;1852990836
205;1852990836;1852990836
206;1852990836;1852990836
207;1852990836;1852990836
208;1852990836;1852990836
209;1852990836;1852990836
210;1852990836;1852990836
211;1852990836;1852990836
212;1852990836;1852990836
213;1852990836;1852990836
214;1852990836;1852990836
215;1852990836;1852990836
216;1852990836;1852990836
217;1852990836;1852990836
218;1852990836;1852990836
219;1852990836;1852990836
220;1852990836;1852990836
221;1852990836;1852990836
222;1852990836;1852990836
223;1852990836;1852990836
224;1852990836;1852990836
225;1852990836;1852990836
226;1852990836;1852990836
227;1852990836;1852990836
228;1852990836;1852990836
229;1852990836;1852990836
230;1852990836;1852990836
231;1852990836;1852990836
232;1852990836;1852990836
233;1852990836;1852990836
234;1852990836;1852990836
235;1852990836;1852990836
236;1852990836;1852990836
237;1852990836;1852990836
238;1852990836;1852990836
239;1852990836;1852990836
